assertion_id	source_file	source_sha256	physical_line	source_literal	branch_guard	row_node	column_node	contribution_expression	upstream_symbol
STAMP_RTH	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1414	                *(here->VBICtempTempPtr) +=  Irth_Vrth;	if (here->VBIC_selfheat) block; Rth element	VBICtempNode	VBICtempNode	*(here->VBICtempTempPtr) +=  Irth_Vrth;	Irth_Vrth = 1/RTH (model line 4004)
STAMP_CTH_RHS_EXPR	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1418	                rhs_current = Icth - Icth_Vrth*Vrth;	if (here->VBIC_selfheat) block; Cth element	N/A	N/A	rhs_current = Icth - Icth_Vrth*Vrth;	Icth (state), Icth_Vrth (geq)
STAMP_CTH_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1419	                *(ckt->CKTrhs + here->VBICtempNode) += -rhs_current;	if (here->VBIC_selfheat) block; Cth element	VBICtempNode	N/A	*(ckt->CKTrhs + here->VBICtempNode) += -rhs_current;	-(Icth - Icth_Vrth*Vrth)
STAMP_CTH_JAC	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1420	                *(here->VBICtempTempPtr) +=  Icth_Vrth;	if (here->VBIC_selfheat) block; Cth element	VBICtempNode	VBICtempNode	*(here->VBICtempTempPtr) +=  Icth_Vrth;	Icth_Vrth = geq
STAMP_ITH_RHS_EXPR1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1424	                rhs_current = -Ith - Ith_Vrth*Vrth	if (here->VBIC_selfheat) block; Ith element	N/A	N/A	rhs_current = -Ith - Ith_Vrth*Vrth	Ith and derivatives (cont. 1425-1429)
STAMP_ITH_RHS_EXPR2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1425	                                   - Ith_Vbei*Vbei - Ith_Vbci*Vbci - Ith_Vcei*Vcei	Ith rhs_current continuation	N/A	N/A	- Ith_Vbei*Vbei - Ith_Vbci*Vbci - Ith_Vcei*Vcei	Ith derivatives
STAMP_ITH_RHS_EXPR3	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1426	                                   - Ith_Vbex*Vbex - Ith_Vbep*Vbep - Ith_Vbcp*Vbcp	Ith rhs_current continuation	N/A	N/A	- Ith_Vbex*Vbex - Ith_Vbep*Vbep - Ith_Vbcp*Vbcp	Ith derivatives
STAMP_ITH_RHS_EXPR4	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1427	                                   - Ith_Vcep*Vcep - Ith_Vrci*Vrci - Ith_Vbcx*Vbcx	Ith rhs_current continuation	N/A	N/A	- Ith_Vcep*Vcep - Ith_Vrci*Vrci - Ith_Vbcx*Vbcx	Ith derivatives
STAMP_ITH_RHS_EXPR5	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1428	                                   - Ith_Vrbi*Vrbi - Ith_Vrbp*Vrbp	Ith rhs_current continuation	N/A	N/A	- Ith_Vrbi*Vrbi - Ith_Vrbp*Vrbp	Ith derivatives
STAMP_ITH_RHS_EXPR6	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1429	                                   - Ith_Vrcx*Vrcx - Ith_Vrbx*Vrbx - Ith_Vre*Vre - Ith_Vrs*Vrs;	Ith rhs_current continuation	N/A	N/A	- Ith_Vrcx*Vrcx - Ith_Vrbx*Vrbx - Ith_Vre*Vre - Ith_Vrs*Vrs;	Ith derivatives
STAMP_ITH_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1431	                *(ckt->CKTrhs + here->VBICtempNode) += rhs_current;	if (here->VBIC_selfheat) block; Ith element	VBICtempNode	N/A	*(ckt->CKTrhs + here->VBICtempNode) += rhs_current;	linearized -Ith term
STAMP_ITH_VRTH_JAC	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1433	                *(here->VBICtempTempPtr)   += -Ith_Vrth;	Ith element	VBICtempNode	VBICtempNode	*(here->VBICtempTempPtr)   += -Ith_Vrth;	Ith_Vrth
STAMP_ITH_VBEI_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1435	                *(here->VBICtempBaseBIPtr) += -Ith_Vbei;	Ith element	VBICtempNode	VBICbaseBINode	*(here->VBICtempBaseBIPtr) += -Ith_Vbei;	Ith_Vbei
STAMP_ITH_VBEI_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1436	                *(here->VBICtempEmitEIPtr) += +Ith_Vbei;	Ith element	VBICtempNode	VBICemitEINode	*(here->VBICtempEmitEIPtr) += +Ith_Vbei;	Ith_Vbei
STAMP_ITH_VBCI_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1437	                *(here->VBICtempBaseBIPtr) += -Ith_Vbci;	Ith element	VBICtempNode	VBICbaseBINode	*(here->VBICtempBaseBIPtr) += -Ith_Vbci;	Ith_Vbci
STAMP_ITH_VBCI_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1438	                *(here->VBICtempCollCIPtr) += +Ith_Vbci;	Ith element	VBICtempNode	VBICcollCINode	*(here->VBICtempCollCIPtr) += +Ith_Vbci;	Ith_Vbci
STAMP_ITH_VCEI_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1439	                *(here->VBICtempCollCIPtr) += -Ith_Vcei;	Ith element	VBICtempNode	VBICcollCINode	*(here->VBICtempCollCIPtr) += -Ith_Vcei;	Ith_Vcei
STAMP_ITH_VCEI_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1440	                *(here->VBICtempEmitEIPtr) += +Ith_Vcei;	Ith element	VBICtempNode	VBICemitEINode	*(here->VBICtempEmitEIPtr) += +Ith_Vcei;	Ith_Vcei
STAMP_ITH_VBEX_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1441	                *(here->VBICtempBaseBXPtr) += -Ith_Vbex;	Ith element	VBICtempNode	VBICbaseBXNode	*(here->VBICtempBaseBXPtr) += -Ith_Vbex;	Ith_Vbex
STAMP_ITH_VBEX_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1442	                *(here->VBICtempEmitEIPtr) += +Ith_Vbex;	Ith element	VBICtempNode	VBICemitEINode	*(here->VBICtempEmitEIPtr) += +Ith_Vbex;	Ith_Vbex
STAMP_ITH_VBEP_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1443	                *(here->VBICtempBaseBXPtr) += -Ith_Vbep;	Ith element	VBICtempNode	VBICbaseBXNode	*(here->VBICtempBaseBXPtr) += -Ith_Vbep;	Ith_Vbep
STAMP_ITH_VBEP_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1444	                *(here->VBICtempBaseBPPtr) += +Ith_Vbep;	Ith element	VBICtempNode	VBICbaseBPNode	*(here->VBICtempBaseBPPtr) += +Ith_Vbep;	Ith_Vbep
STAMP_ITH_VBCP_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1445	                *(here->VBICtempSubsPtr)   += -Ith_Vbcp;	Ith element	VBICtempNode	VBICsubsNode	*(here->VBICtempSubsPtr)   += -Ith_Vbcp;	Ith_Vbcp
STAMP_ITH_VBCP_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1446	                *(here->VBICtempBaseBPPtr) += +Ith_Vbcp;	Ith element	VBICtempNode	VBICbaseBPNode	*(here->VBICtempBaseBPPtr) += +Ith_Vbcp;	Ith_Vbcp
STAMP_ITH_VCEP_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1447	                *(here->VBICtempBaseBXPtr) += -Ith_Vcep;	Ith element	VBICtempNode	VBICbaseBXNode	*(here->VBICtempBaseBXPtr) += -Ith_Vcep;	Ith_Vcep
STAMP_ITH_VCEP_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1448	                *(here->VBICtempSubsPtr)   += +Ith_Vcep;	Ith element	VBICtempNode	VBICsubsNode	*(here->VBICtempSubsPtr)   += +Ith_Vcep;	Ith_Vcep
STAMP_ITH_VRCI_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1449	                *(here->VBICtempCollCXPtr) += -Ith_Vrci;	Ith element	VBICtempNode	VBICcollCXNode	*(here->VBICtempCollCXPtr) += -Ith_Vrci;	Ith_Vrci
STAMP_ITH_VRCI_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1450	                *(here->VBICtempCollCIPtr) += +Ith_Vrci;	Ith element	VBICtempNode	VBICcollCINode	*(here->VBICtempCollCIPtr) += +Ith_Vrci;	Ith_Vrci
STAMP_ITH_VBCX_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1451	                *(here->VBICtempBaseBIPtr) += -Ith_Vbcx;	Ith element	VBICtempNode	VBICbaseBINode	*(here->VBICtempBaseBIPtr) += -Ith_Vbcx;	Ith_Vbcx
STAMP_ITH_VBCX_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1452	                *(here->VBICtempCollCXPtr) += +Ith_Vbcx;	Ith element	VBICtempNode	VBICcollCXNode	*(here->VBICtempCollCXPtr) += +Ith_Vbcx;	Ith_Vbcx
STAMP_ITH_VRBI_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1453	                *(here->VBICtempBaseBXPtr) += -Ith_Vrbi;	Ith element	VBICtempNode	VBICbaseBXNode	*(here->VBICtempBaseBXPtr) += -Ith_Vrbi;	Ith_Vrbi
STAMP_ITH_VRBI_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1454	                *(here->VBICtempBaseBIPtr) += +Ith_Vrbi;	Ith element	VBICtempNode	VBICbaseBINode	*(here->VBICtempBaseBIPtr) += +Ith_Vrbi;	Ith_Vrbi
STAMP_ITH_VRBP_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1455	                *(here->VBICtempBaseBPPtr) += -Ith_Vrbp;	Ith element	VBICtempNode	VBICbaseBPNode	*(here->VBICtempBaseBPPtr) += -Ith_Vrbp;	Ith_Vrbp
STAMP_ITH_VRBP_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1456	                *(here->VBICtempCollCXPtr) += +Ith_Vrbp;	Ith element	VBICtempNode	VBICcollCXNode	*(here->VBICtempCollCXPtr) += +Ith_Vrbp;	Ith_Vrbp
STAMP_ITH_VRCX_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1457	                *(here->VBICtempCollPtr)   += -Ith_Vrcx;	Ith element	VBICtempNode	VBICcollNode	*(here->VBICtempCollPtr)   += -Ith_Vrcx;	Ith_Vrcx
STAMP_ITH_VRCX_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1458	                *(here->VBICtempCollCXPtr) += +Ith_Vrcx;	Ith element	VBICtempNode	VBICcollCXNode	*(here->VBICtempCollCXPtr) += +Ith_Vrcx;	Ith_Vrcx
STAMP_ITH_VRBX_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1459	                *(here->VBICtempBasePtr)   += -Ith_Vrbx;	Ith element	VBICtempNode	VBICbaseNode	*(here->VBICtempBasePtr)   += -Ith_Vrbx;	Ith_Vrbx
STAMP_ITH_VRBX_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1460	                *(here->VBICtempBaseBXPtr) += +Ith_Vrbx;	Ith element	VBICtempNode	VBICbaseBXNode	*(here->VBICtempBaseBXPtr) += +Ith_Vrbx;	Ith_Vrbx
STAMP_ITH_VRE_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1461	                *(here->VBICtempEmitPtr)   += -Ith_Vre;	Ith element	VBICtempNode	VBICemitNode	*(here->VBICtempEmitPtr)   += -Ith_Vre;	Ith_Vre
STAMP_ITH_VRE_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1462	                *(here->VBICtempEmitEIPtr) += +Ith_Vre;	Ith element	VBICtempNode	VBICemitEINode	*(here->VBICtempEmitEIPtr) += +Ith_Vre;	Ith_Vre
STAMP_ITH_VRS_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1463	                *(here->VBICtempSubsPtr)   += -Ith_Vrs;	Ith element	VBICtempNode	VBICsubsNode	*(here->VBICtempSubsPtr)   += -Ith_Vrs;	Ith_Vrs
STAMP_ITH_VRS_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1464	                *(here->VBICtempSubsSIPtr) += +Ith_Vrs;	Ith element	VBICtempNode	VBICsubsSINode	*(here->VBICtempSubsSIPtr) += +Ith_Vrs;	Ith_Vrs
STAMP_XF1_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1467	                    rhs_current = -Ixf1_Vrth*Vrth;	if (here->VBIC_excessPhase) block (1465-1471)	N/A	N/A	rhs_current = -Ixf1_Vrth*Vrth;	Ixf1_Vrth
STAMP_XF1_RHS_NODE	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1468	                    *(ckt->CKTrhs + here->VBICxf1Node) += -rhs_current;	if (here->VBIC_excessPhase) block	VBICxf1Node	N/A	*(ckt->CKTrhs + here->VBICxf1Node) += -rhs_current;	Ixf1_Vrth term
STAMP_XF1_TEMPCOL	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1470	                    *(here->VBICxf1TempPtr)            +=  Ixf1_Vrth;	if (here->VBIC_excessPhase) block	VBICxf1Node	VBICtempNode	*(here->VBICxf1TempPtr)            +=  Ixf1_Vrth;	Ixf1_Vrth (temp-column stamp)
STAMP_GUARD_CLOSE	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1472	            }	closes selfheat stamping block	N/A	N/A	}	block close
COLSTAMP_Ibe_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1301	                rhs_current = -Ibe_Vrth*Vrth;	if (here->VBIC_selfheat) block; Ibe element	N/A	N/A	                rhs_current = -Ibe_Vrth*Vrth;	Ibe_Vrth
COLSTAMP_Ibe_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1303	                *(here->VBICbaseBItempPtr) +=  Ibe_Vrth;	if (here->VBIC_selfheat) block; Ibe element	VBICbaseBINode	VBICtempNode	                *(here->VBICbaseBItempPtr) +=  Ibe_Vrth;	Ibe_Vrth
COLSTAMP_Ibe_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1305	                *(here->VBICemitEItempPtr) += -Ibe_Vrth;	if (here->VBIC_selfheat) block; Ibe element	VBICemitEINode	VBICtempNode	                *(here->VBICemitEItempPtr) += -Ibe_Vrth;	Ibe_Vrth
COLSTAMP_Ibex_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1309	                rhs_current = -Ibex_Vrth*Vrth;	if (here->VBIC_selfheat) block; Ibex element	N/A	N/A	                rhs_current = -Ibex_Vrth*Vrth;	Ibex_Vrth
COLSTAMP_Ibex_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1311	                *(here->VBICbaseBXtempPtr) +=  Ibex_Vrth;	if (here->VBIC_selfheat) block; Ibex element	VBICbaseBXNode	VBICtempNode	                *(here->VBICbaseBXtempPtr) +=  Ibex_Vrth;	Ibex_Vrth
COLSTAMP_Ibex_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1313	                *(here->VBICemitEItempPtr) += -Ibex_Vrth;	if (here->VBIC_selfheat) block; Ibex element	VBICemitEINode	VBICtempNode	                *(here->VBICemitEItempPtr) += -Ibex_Vrth;	Ibex_Vrth
COLSTAMP_Iciei_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1318	                rhs_current = -Iciei_Vrth*Vrth;	if (here->VBIC_selfheat) block; Iciei element	N/A	N/A	                rhs_current = -Iciei_Vrth*Vrth;	Iciei_Vrth
COLSTAMP_Iciei_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1320	                *(here->VBICcollCItempPtr) +=  Iciei_Vrth;	if (here->VBIC_selfheat) block; Iciei element	VBICcollCINode	VBICtempNode	                *(here->VBICcollCItempPtr) +=  Iciei_Vrth;	Iciei_Vrth
COLSTAMP_Iciei_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1322	                *(here->VBICemitEItempPtr) += -Iciei_Vrth;	if (here->VBIC_selfheat) block; Iciei element	VBICemitEINode	VBICtempNode	                *(here->VBICemitEItempPtr) += -Iciei_Vrth;	Iciei_Vrth
COLSTAMP_Ibc_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1326	                rhs_current = -Ibc_Vrth*Vrth;	if (here->VBIC_selfheat) block; Ibc element	N/A	N/A	                rhs_current = -Ibc_Vrth*Vrth;	Ibc_Vrth
COLSTAMP_Ibc_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1328	                *(here->VBICbaseBItempPtr) +=  Ibc_Vrth;	if (here->VBIC_selfheat) block; Ibc element	VBICbaseBINode	VBICtempNode	                *(here->VBICbaseBItempPtr) +=  Ibc_Vrth;	Ibc_Vrth
COLSTAMP_Ibc_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1330	                *(here->VBICcollCItempPtr) += -Ibc_Vrth;	if (here->VBIC_selfheat) block; Ibc element	VBICcollCINode	VBICtempNode	                *(here->VBICcollCItempPtr) += -Ibc_Vrth;	Ibc_Vrth
COLSTAMP_Ibep_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1334	                rhs_current = -Ibep_Vrth*Vrth;	if (here->VBIC_selfheat) block; Ibep element	N/A	N/A	                rhs_current = -Ibep_Vrth*Vrth;	Ibep_Vrth
COLSTAMP_Ibep_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1336	                *(here->VBICbaseBXtempPtr) +=  Ibep_Vrth;	if (here->VBIC_selfheat) block; Ibep element	VBICbaseBXNode	VBICtempNode	                *(here->VBICbaseBXtempPtr) +=  Ibep_Vrth;	Ibep_Vrth
COLSTAMP_Ibep_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1338	                *(here->VBICbaseBPtempPtr) += -Ibep_Vrth;	if (here->VBIC_selfheat) block; Ibep element	VBICbaseBPNode	VBICtempNode	                *(here->VBICbaseBPtempPtr) += -Ibep_Vrth;	Ibep_Vrth
COLSTAMP_Rcx_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1342	                rhs_current = -Ircx_Vrth * Vrth;	if (here->VBIC_selfheat) block; Rcx element	N/A	N/A	                rhs_current = -Ircx_Vrth * Vrth;	Rcx_Vrth
COLSTAMP_Rcx_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1344	                *(here->VBICcollTempPtr)   +=  Ircx_Vrth;	if (here->VBIC_selfheat) block; Rcx element	VBICcollNode	VBICtempNode	                *(here->VBICcollTempPtr)   +=  Ircx_Vrth;	Rcx_Vrth
COLSTAMP_Rcx_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1346	                *(here->VBICcollCXtempPtr) += -Ircx_Vrth;	if (here->VBIC_selfheat) block; Rcx element	VBICcollCXNode	VBICtempNode	                *(here->VBICcollCXtempPtr) += -Ircx_Vrth;	Rcx_Vrth
COLSTAMP_Rci_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1350	                rhs_current = -Irci_Vrth*Vrth;	if (here->VBIC_selfheat) block; Rci element	N/A	N/A	                rhs_current = -Irci_Vrth*Vrth;	Rci_Vrth
COLSTAMP_Rci_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1352	                *(here->VBICcollCXtempPtr) +=  Irci_Vrth;	if (here->VBIC_selfheat) block; Rci element	VBICcollCXNode	VBICtempNode	                *(here->VBICcollCXtempPtr) +=  Irci_Vrth;	Rci_Vrth
COLSTAMP_Rci_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1354	                *(here->VBICcollCItempPtr) += -Irci_Vrth;	if (here->VBIC_selfheat) block; Rci element	VBICcollCINode	VBICtempNode	                *(here->VBICcollCItempPtr) += -Irci_Vrth;	Rci_Vrth
COLSTAMP_Rbx_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1358	                rhs_current = -Irbx_Vrth * Vrth;	if (here->VBIC_selfheat) block; Rbx element	N/A	N/A	                rhs_current = -Irbx_Vrth * Vrth;	Rbx_Vrth
COLSTAMP_Rbx_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1360	                *(here->VBICbaseTempPtr)   +=  Irbx_Vrth;	if (here->VBIC_selfheat) block; Rbx element	VBICbaseNode	VBICtempNode	                *(here->VBICbaseTempPtr)   +=  Irbx_Vrth;	Rbx_Vrth
COLSTAMP_Rbx_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1362	                *(here->VBICbaseBXtempPtr) += -Irbx_Vrth;	if (here->VBIC_selfheat) block; Rbx element	VBICbaseBXNode	VBICtempNode	                *(here->VBICbaseBXtempPtr) += -Irbx_Vrth;	Rbx_Vrth
COLSTAMP_Rbi_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1366	                rhs_current = -Irbi_Vrth*Vrth;	if (here->VBIC_selfheat) block; Rbi element	N/A	N/A	                rhs_current = -Irbi_Vrth*Vrth;	Rbi_Vrth
COLSTAMP_Rbi_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1368	                *(here->VBICbaseBXtempPtr) +=  Irbi_Vrth;	if (here->VBIC_selfheat) block; Rbi element	VBICbaseBXNode	VBICtempNode	                *(here->VBICbaseBXtempPtr) +=  Irbi_Vrth;	Rbi_Vrth
COLSTAMP_Rbi_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1370	                *(here->VBICbaseBItempPtr) += -Irbi_Vrth;	if (here->VBIC_selfheat) block; Rbi element	VBICbaseBINode	VBICtempNode	                *(here->VBICbaseBItempPtr) += -Irbi_Vrth;	Rbi_Vrth
COLSTAMP_Re_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1374	                rhs_current = -Ire_Vrth * Vrth;	if (here->VBIC_selfheat) block; Re element	N/A	N/A	                rhs_current = -Ire_Vrth * Vrth;	Re_Vrth
COLSTAMP_Re_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1376	                *(here->VBICemitTempPtr)   +=  Ire_Vrth;	if (here->VBIC_selfheat) block; Re element	VBICemitNode	VBICtempNode	                *(here->VBICemitTempPtr)   +=  Ire_Vrth;	Re_Vrth
COLSTAMP_Re_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1378	                *(here->VBICemitEItempPtr) += -Ire_Vrth;	if (here->VBIC_selfheat) block; Re element	VBICemitEINode	VBICtempNode	                *(here->VBICemitEItempPtr) += -Ire_Vrth;	Re_Vrth
COLSTAMP_Irbp_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1382	                rhs_current = -Irbp_Vrth*Vrth;	if (here->VBIC_selfheat) block; Irbp element	N/A	N/A	                rhs_current = -Irbp_Vrth*Vrth;	Irbp_Vrth
COLSTAMP_Irbp_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1384	                *(here->VBICbaseBPtempPtr) +=  Irbp_Vrth;	if (here->VBIC_selfheat) block; Irbp element	VBICbaseBPNode	VBICtempNode	                *(here->VBICbaseBPtempPtr) +=  Irbp_Vrth;	Irbp_Vrth
COLSTAMP_Irbp_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1386	                *(here->VBICcollCXtempPtr) += -Irbp_Vrth;	if (here->VBIC_selfheat) block; Irbp element	VBICcollCXNode	VBICtempNode	                *(here->VBICcollCXtempPtr) += -Irbp_Vrth;	Irbp_Vrth
COLSTAMP_Ibcp_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1390	                rhs_current = -Ibcp_Vrth*Vrth;	if (here->VBIC_selfheat) block; Ibcp element	N/A	N/A	                rhs_current = -Ibcp_Vrth*Vrth;	Ibcp_Vrth
COLSTAMP_Ibcp_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1392	                *(here->VBICsubsSItempPtr) +=  Ibcp_Vrth;	if (here->VBIC_selfheat) block; Ibcp element	VBICsubsSINode	VBICtempNode	                *(here->VBICsubsSItempPtr) +=  Ibcp_Vrth;	Ibcp_Vrth
COLSTAMP_Ibcp_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1394	                *(here->VBICbaseBPtempPtr) += -Ibcp_Vrth;	if (here->VBIC_selfheat) block; Ibcp element	VBICbaseBPNode	VBICtempNode	                *(here->VBICbaseBPtempPtr) += -Ibcp_Vrth;	Ibcp_Vrth
COLSTAMP_Iccp_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1398	                rhs_current = -Iccp_Vrth*Vrth;	if (here->VBIC_selfheat) block; Iccp element	N/A	N/A	                rhs_current = -Iccp_Vrth*Vrth;	Iccp_Vrth
