assertion_id	source_file	source_sha256	physical_line	source_literal	guard_containment	category	observed_values	upstream_v4_assertion	provenance_class
ADD_059	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	798	                    fprintf(stderr, "  cum 10 -(Irbx*Vrbx)                         = %a (isfinite=%d) [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]\n", ith_term_cum10, isfinite(ith_term_cum10) ? 1 : 0);	trigger-contained diagnostic output (stderr)	output	fprintf(stderr, "  cum 10 -(Irbx*Vrbx)                         = %a (isfinite=%d	added line 59 of 64	added_statement
ADD_060	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	799	                    fprintf(stderr, "  cum 11 -(Irbi*Vrbi)                         = %a (isfinite=%d) [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]\n", ith_term_cum11, isfinite(ith_term_cum11) ? 1 : 0);	trigger-contained diagnostic output (stderr)	output	fprintf(stderr, "  cum 11 -(Irbi*Vrbi)                         = %a (isfinite=%d	added line 60 of 64	added_statement
ADD_061	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	800	                    fprintf(stderr, "  cum 12 -(Ire*Vre)                           = %a (isfinite=%d) [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]\n", ith_term_cum12, isfinite(ith_term_cum12) ? 1 : 0);	trigger-contained diagnostic output (stderr)	output	fprintf(stderr, "  cum 12 -(Ire*Vre)                           = %a (isfinite=%d	added line 61 of 64	added_statement
ADD_062	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	801	                    fprintf(stderr, "  cum 13 -(Irbp*Vrbp)                         = %a (isfinite=%d) [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]\n", ith_term_cum13, isfinite(ith_term_cum13) ? 1 : 0);	trigger-contained diagnostic output (stderr)	output	fprintf(stderr, "  cum 13 -(Irbp*Vrbp)                         = %a (isfinite=%d	added line 62 of 64	added_statement
ADD_063	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	802	                    ith_term_diag_printed = TRUE;	trigger-contained runtime once-flag write	flag_set	ith_term_diag_printed = TRUE;	added line 63 of 64	added_statement
ADD_064	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	803	                }	trigger-contained block close	block_close	}	added line 64 of 64	added_statement
GROUP_01	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 01 Ibe*Vbei (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 01	term_group
GROUP_02	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 02 Ibc*Vbci (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 02	term_group
GROUP_03	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 03 (Itzf-Itzr)*Vcei (source-order term)	trigger-contained output	term_group	Itzf/Itzr/diff/Vcei/product with isfinite	line 4165 term 03	term_group
GROUP_04	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 04 Ibex*Vbex (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 04	term_group
GROUP_05	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 05 Ibep*Vbep (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 05	term_group
GROUP_06	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 06 Irs*Vrs (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 06	term_group
GROUP_07	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 07 Ibcp*Vbcp (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 07	term_group
GROUP_08	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 08 Iccp*Vcep (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 08	term_group
GROUP_09	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 09 Ircx*Vrcx (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 09	term_group
GROUP_10	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 10 Irci*Vrci (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 10	term_group
GROUP_11	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 11 Irbx*Vrbx (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 11	term_group
GROUP_12	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 12 Irbi*Vrbi (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 12	term_group
GROUP_13	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 13 Ire*Vre (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 13	term_group
GROUP_14	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	group 14 Irbp*Vrbp (source-order term)	trigger-contained output	term_group	cur/volt/product with isfinite	line 4165 term 14	term_group
CUM_00	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 00 = -(Ibe*Vbei) [start]	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 0 of 13 (14 steps total)	term_group
CUM_01	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 01 = cum 00 -(Ibc*Vbci)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 1 of 13 (14 steps total)	term_group
CUM_02	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 02 = cum 01 -((Itzf-Itzr)*Vcei)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 2 of 13 (14 steps total)	term_group
CUM_03	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 03 = cum 02 -(Ibex*Vbex)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 3 of 13 (14 steps total)	term_group
CUM_04	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 04 = cum 03 -(Ibep*Vbep)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 4 of 13 (14 steps total)	term_group
CUM_05	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 05 = cum 04 -(Irs*Vrs)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 5 of 13 (14 steps total)	term_group
CUM_06	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 06 = cum 05 -(Ibcp*Vbcp)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 6 of 13 (14 steps total)	term_group
CUM_07	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 07 = cum 06 -(Iccp*Vcep)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 7 of 13 (14 steps total)	term_group
CUM_08	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 08 = cum 07 -(Ircx*Vrcx)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 8 of 13 (14 steps total)	term_group
CUM_09	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 09 = cum 08 -(Irci*Vrci)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 9 of 13 (14 steps total)	term_group
CUM_10	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 10 = cum 09 -(Irbx*Vrbx)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 10 of 13 (14 steps total)	term_group
CUM_11	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 11 = cum 10 -(Irbi*Vrbi)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 11 of 13 (14 steps total)	term_group
CUM_12	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 12 = cum 11 -(Ire*Vre)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 12 of 13 (14 steps total)	term_group
CUM_13	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	cum 13 = cum 12 -(Irbp*Vrbp)	trigger-contained diagnostic local	cumulative	'[post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]' + isfinite; [post-scale algebraic reconstruction from returned operands; not an exact floating-point replay]; no equality claim between cum13 and Ith	left-associative step 13 of 13 (14 steps total)	term_group
UNCHANGED_CALL_721	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	721	            iret = vbic_4T_et_cf_fj(p	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_722	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	722	                ,&Vrth, &Vbei, &Vbex, &Vbci, &Vbep, &Vbcp	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_723	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	723	                ,&Vrcx, &Vbcx, &Vrci, &Vrbx, &Vrbi, &Vre, &Vrbp	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_724	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	724	                ,&Vrs, &Vbe, &Vbc, &Vcei, &Vcep, &Ibe, &Ibe_Vrth	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_725	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	725	                ,&Ibe_Vbei, &Ibex, &Ibex_Vrth, &Ibex_Vbex, &Itzf, &Itzf_Vrth, &Itzf_Vbei	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_726	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	726	                ,&Itzf_Vbci, &Itzr, &Itzr_Vrth, &Itzr_Vbci, &Itzr_Vbei, &Ibc, &Ibc_Vrth	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_727	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	727	                ,&Ibc_Vbci, &Ibc_Vbei, &Ibep, &Ibep_Vrth, &Ibep_Vbep, &Ircx, &Ircx_Vrcx	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_728	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	728	                ,&Ircx_Vrth, &Irci, &Irci_Vrci, &Irci_Vrth, &Irci_Vbci, &Irci_Vbcx, &Irbx	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_729	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	729	                ,&Irbx_Vrbx, &Irbx_Vrth, &Irbi, &Irbi_Vrbi, &Irbi_Vrth, &Irbi_Vbei, &Irbi_Vbci	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_730	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	730	                ,&Ire, &Ire_Vre, &Ire_Vrth, &Irbp, &Irbp_Vrbp, &Irbp_Vrth, &Irbp_Vbep	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_731	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	731	                ,&Irbp_Vbci, &Qbe, &Qbe_Vrth, &Qbe_Vbei, &Qbe_Vbci, &Qbex, &Qbex_Vrth	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_732	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	732	                ,&Qbex_Vbex, &Qbc, &Qbc_Vrth, &Qbc_Vbci, &Qbcx, &Qbcx_Vrth, &Qbcx_Vbcx	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_733	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	733	                ,&Qbep, &Qbep_Vrth, &Qbep_Vbep, &Qbep_Vbci, &Qbeo, &Qbeo_Vbe, &Qbco	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_734	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	734	                ,&Qbco_Vbc, &Ibcp, &Ibcp_Vrth, &Ibcp_Vbcp, &Iccp, &Iccp_Vrth, &Iccp_Vbep	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_735	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	735	                ,&Iccp_Vbci, &Iccp_Vbcp, &Irs, &Irs_Vrs, &Irs_Vrth, &Qbcp, &Qbcp_Vrth	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_736	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	736	                ,&Qbcp_Vbcp, &Irth, &Irth_Vrth, &Ith, &Ith_Vrth, &Ith_Vbei, &Ith_Vbci	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_737	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	737	                ,&Ith_Vcei, &Ith_Vbex, &Ith_Vbep, &Ith_Vrs, &Ith_Vbcp, &Ith_Vcep, &Ith_Vrcx	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_738	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	738	                ,&Ith_Vrci, &Ith_Vbcx, &Ith_Vrbx, &Ith_Vrbi, &Ith_Vre, &Ith_Vrbp, &Qcth	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_CALL_739	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	739	                ,&Qcth_Vrth, &SCALE);	unchanged original model call line	context	byte-for-byte retained	vbic_4T_et_cf_fj call	unchanged_original
UNCHANGED_POWER_741	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	741	            here->VBICpower = Ith;	unchanged original power write	context	byte-for-byte retained	here->VBICpower = Ith;	unchanged_original
UNCHANGED_ITH_EXPR_4165	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	4165	    (*Ith)=-((*Ibe)*(*Vbei)+(*Ibc)*(*Vbci)+((*Itzf)-(*Itzr))*(*Vcei)+(*Ibex)*(*Vbex)+(*Ibep)*(*Vbep)+(*Irs)*(*Vrs)+(*Ibcp)*(*Vbcp)+(*Iccp)*(*Vcep)+(*Ircx)*(*Vrcx)+(*Irci)*(*Vrci)+(*Irbx)*(*Vrbx)+(*Irbi)*(*Vrbi)+(*Ire)*(*Vre)+(*Irbp)*(*Vrbp));	unchanged original model Ith expression	context	byte-for-byte retained	line 4165 Ith formula	unchanged_original
