assertion_id	file	hunk	record_class	base_line	mod_line	literal_or_digest	disposition
R149_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2152	int	accepted
R150_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2153	SMPsnapshotMNA (SMPmatrix *Matrix, double *RHS, int size, int backend_flag,	accepted
R151_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2154	                const char *phase, long id, int tnode, int iterno,	accepted
R152_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2155	                double ckt_time, long ckt_mode)	accepted
R153_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2156	{	accepted
R154_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2157	    long long entries_expected = 0, entries_observed = 0, vector_observed = 0;	accepted
R155_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2158	    long long vector_expected = (long long) size;	accepted
R156_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2159	    int rc = MNA_SNAP_OK;	accepted
R157_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2160		accepted
R158_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2161	    if (Matrix == NULL || RHS == NULL || phase == NULL || size <= 0) {	accepted
R159_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2162	        fprintf (stderr, "[MNA_SNAPSHOT_GUARD] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s reason=invalid_argument size=%d\\n",	accepted
R160_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2163	                 id, tnode, iterno, ckt_time, ckt_mode, backend_flag,	accepted
R161_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2164	                 phase ? phase : "?", size);	accepted
R162_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2165	        return MNA_SNAP_ARG;	accepted
R163_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2166	    }	accepted
R164_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2167	    if (backend_flag != Matrix->CKTkluMODE) {	accepted
R165_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2168	        fprintf (stderr, "[MNA_SNAPSHOT_GUARD] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s reason=backend_mismatch flag=%d matrix=%u\\n",	accepted
R166_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2169	                 id, tnode, iterno, ckt_time, ckt_mode, backend_flag, phase,	accepted
R167_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2170	                 backend_flag, (unsigned int) Matrix->CKTkluMODE);	accepted
R168_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2171	        return MNA_SNAP_BACKEND;	accepted
R169_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2172	    }	accepted
R170_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2173	    if (strcmp (phase, "prefactor") != 0 && strcmp (phase, "postsolve") != 0 &&	accepted
R171_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2174	        strcmp (phase, "abort") != 0) {	accepted
R172_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2175	        fprintf (stderr, "[MNA_SNAPSHOT_GUARD] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s reason=invalid_phase\\n",	accepted
R173_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2176	                 id, tnode, iterno, ckt_time, ckt_mode, backend_flag, phase);	accepted
R174_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2177	        return MNA_SNAP_PHASE;	accepted
R175_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2178	    }	accepted
R176_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2179	    if (strcmp (phase, "abort") == 0) {	accepted
R177_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2180	        /* fail-closed marker for a keyed iteration abandoned before solve */	accepted
R178_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2181	        fprintf (stderr, "[MNA_SNAPSHOT_ABORT] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s reason=keyed_iteration_abandoned_before_solve\\n",	accepted
R179_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2182	                 id, tnode, iterno, ckt_time, ckt_mode, backend_flag, phase);	accepted
R180_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2183	        return MNA_SNAP_ABORT;	accepted
R181_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2184	    }	accepted
R182_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2185	    if (Matrix->CKTkluMODE) {	accepted
R183_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2186	        if (strcmp (phase, "prefactor") == 0) {	accepted
R184_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2187	            /* Fail closed: the pre-factor KLU CSC is uninitialized at this	accepted
R185_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2188	             * lifecycle point (immediately after CKTload, before any	accepted
R186_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2189	             * reorder/factor) and the post-conversion identity is	accepted
R187_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2190	             * node-collapsed. No completeness claim is emitted. */	accepted
R188_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2191	            fprintf (stderr, "[MNA_SNAPSHOT_UNSUPPORTED] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s reason=klu_prefactor_csc_uninitialized\\n",	accepted
R189_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2192	                     id, tnode, iterno, ckt_time, ckt_mode, backend_flag, phase);	accepted
R190_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2193	            return MNA_SNAP_UNSUP;	accepted
R191_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2194	        }	accepted
R192_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2195	        /* postsolve in KLU mode: separately labelled PARTIAL vector	accepted
R193_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2196	         * diagnostic only; never implies a complete pre/post MNA pair */	accepted
R194_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2197	        fprintf (stderr, "[MNA_SNAPSHOT_BEGIN] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s\\n",	accepted
R195_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2198	                 id, tnode, iterno, ckt_time, ckt_mode, backend_flag, phase);	accepted
R196_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2199	        vector_observed = SMPsnapshotMNA_emit_vector (RHS, size, "SOL", id, phase);	accepted
R197_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2200	        fprintf (stderr, "[MNA_SNAPSHOT_END] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s status=partial entries_expected=0 entries_observed=0 vector_expected=%lld vector_observed=%lld\\n",	accepted
R198_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2201	                 id, tnode, iterno, ckt_time, ckt_mode, backend_flag, phase,	accepted
R199_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2202	                 vector_expected, vector_observed);	accepted
R200_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2203	        return MNA_SNAP_PARTIAL;	accepted
R201_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2204	    }	accepted
R202_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2205	    fprintf (stderr, "[MNA_SNAPSHOT_BEGIN] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s\\n",	accepted
R203_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2206	             id, tnode, iterno, ckt_time, ckt_mode, backend_flag, phase);	accepted
R204_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2207	    rc = SMPsnapshotMNA_sparse (Matrix, RHS, size, id, tnode, iterno, ckt_time,	accepted
R205_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2208	                                ckt_mode, backend_flag, phase, &entries_expected,	accepted
R206_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2209	                                &entries_observed, &vector_observed);	accepted
R207_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2210	    fprintf (stderr, "[MNA_SNAPSHOT_END] id=%ld tnode=%d iterno=%d time=%a mode=%ld backend=%d phase=%s status=%s entries_expected=%lld entries_observed=%lld vector_expected=%lld vector_observed=%lld\\n",	accepted
R208_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2211	             id, tnode, iterno, ckt_time, ckt_mode, backend_flag, phase,	accepted
R209_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2212	             (rc == MNA_SNAP_OK) ? "complete" : "incomplete", entries_expected,	accepted
R210_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2213	             entries_observed, vector_expected, vector_observed);	accepted
R211_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2214	    return rc;	accepted
R212_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	@@ -2007,3 +2007,209 @@	add		2215	}	accepted
R01_src_maths_ni_niiter.c	src/maths/ni/niiter.c	-	header			--- a/src/maths/ni/niiter.c	accepted
R02_src_maths_ni_niiter.c	src/maths/ni/niiter.c	-	header			+++ b/src/maths/ni/niiter.c	accepted
R03_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	hunk	44	44	@@ -44,6 +44,24 @@	accepted
R04_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	context	44	44	    long mode_at_load = 0;	accepted
R05_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	context	45	45	    double old_before_load = NAN, assembled_before_solve = NAN;	accepted
R06_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	context	46	46	    double solved_after_solve = NAN, after_damping = NAN, old_after_swap = NAN;	accepted
R07_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		47	#ifdef KLU	accepted
R08_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		48	    /* [MNA_SNAPSHOT] per-invocation latches + saved event key; the snapshot	accepted
R09_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		49	       id is process-stable (static sequence). postsolve is armed only after	accepted
R10_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		50	       a successful sparse prefactor snapshot (SMPsnapshotMNA == 0). The	accepted
R11_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		51	       event key is the accepted probe event (tnode 100, iterno 3, CKTtime 0,	accepted
R12_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		52	       MODETRANOP|MODEINITFIX; run 14b0060c). The size passed to the helper	accepted
R13_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		53	       is the largest valid equation index (int) ckt->CKTmaxEqNum - 1	accepted
R14_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		54	       (cktinit.c:42 init 1; cktnewn.c:37 node->number = CKTmaxEqNum++;	accepted
R15_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		55	       span.c alloc/copy CKTmaxEqNum elements; cktdump.c:42/cktnames.c:23	accepted
R16_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		56	       publish CKTmaxEqNum - 1); the helper fails closed on size <= 0. */	accepted
R17_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		57	    bool vtp_snap_pre_done = FALSE;	accepted
R18_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		58	    bool vtp_snap_post_done = FALSE;	accepted
R19_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		59	    double vtp_snap_time = NAN;	accepted
R20_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		60	    long vtp_snap_mode = 0;	accepted
R21_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		61	    long vtp_snap_id = 0;	accepted
R22_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		62	    static long vtp_snap_seq = 0;	accepted
R23_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		63	    const int vtp_snap_iter = 3;	accepted
R24_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	add		64	#endif	accepted
R25_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	context	47	65		accepted
R26_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	context	48	66	    /* some convergence issues that get resolved by increasing max iter */	accepted
R27_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -44,6 +44,24 @@	context	49	67	    if (maxIter < 100)	accepted
R28_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	hunk	139	157	@@ -139,6 +157,27 @@	accepted
R29_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	context	139	157	                FREE(OldCKTstate0);	accepted
R30_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	context	140	158	                return (error);	accepted
R31_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	context	141	159	            }	accepted
R32_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		160	#ifdef KLU	accepted
R33_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		161	            /* [MNA_SNAPSHOT] pre-factor phase: once-only, immediately after	accepted
R34_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		162	               CKTload and before any reorder/factor (SMPpreOrder, SMPreorder,	accepted
R35_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		163	               SMPluFac below); saves the event key and arms postsolve only	accepted
R36_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		164	               on a successful sparse prefactor (SMPsnapshotMNA == 0) */	accepted
R37_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		165	            if (vtp_armed == 1 && !vtp_snap_pre_done &&	accepted
R38_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		166	                iterno == vtp_snap_iter && ckt->CKTtime == 0.0 &&	accepted
R39_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		167	                ((ckt->CKTmode & MODETRANOP) != 0) &&	accepted
R40_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		168	                ((ckt->CKTmode & MODEINITFIX) != 0)) {	accepted
R41_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		169	                const int vtp_snap_max_eq = (int) ckt->CKTmaxEqNum - 1;	accepted
R42_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		170	                vtp_snap_time = ckt->CKTtime;	accepted
R43_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		171	                vtp_snap_mode = (long) ckt->CKTmode;	accepted
R44_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		172	                vtp_snap_id = ++vtp_snap_seq;	accepted
R45_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		173	                if (SMPsnapshotMNA(ckt->CKTmatrix, ckt->CKTrhs,	accepted
R46_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		174	                                   vtp_snap_max_eq, ckt->CKTkluMODE,	accepted
R47_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		175	                                   "prefactor", vtp_snap_id, vtp_tnode,	accepted
R48_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		176	                                   iterno, ckt->CKTtime,	accepted
R49_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		177	                                   (long) ckt->CKTmode) == 0)	accepted
R50_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		178	                    vtp_snap_pre_done = TRUE;	accepted
R51_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		179	            }	accepted
R52_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	add		180	#endif	accepted
R53_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	context	142	181		accepted
R54_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	context	143	182	            /* printf("after loading, before solving\\n"); */	accepted
R55_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -139,6 +157,27 @@	context	144	183	            /* CKTdump(ckt); */	accepted
R56_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	hunk	311	350	@@ -311,6 +350,33 @@	accepted
R57_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	context	311	350	                after_damping = solved_after_solve;	accepted
R58_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	context	312	351	                iteration_captured = TRUE;	accepted
R59_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	context	313	352	            }	accepted
R60_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		353	#ifdef KLU	accepted
R61_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		354	            /* [MNA_SNAPSHOT] post-solve phase: full solution vector, once-only,	accepted
R62_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		355	               immediately after SMPsolve (before any damping); re-checks the	accepted
R63_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		356	               exact saved event key (iterno/time/mode); if control left the	accepted
R64_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		357	               keyed iteration before the solve (e.g., the sparse E_SINGULAR	accepted
R65_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		358	               reorder-continue at base niiter.c:258), emit a fail-closed ABORT	accepted
R66_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		359	               and never pair with a later solve */	accepted
R67_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		360	            if (vtp_snap_pre_done && !vtp_snap_post_done) {	accepted
R68_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		361	                const int vtp_snap_max_eq = (int) ckt->CKTmaxEqNum - 1;	accepted
R69_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		362	                if (iterno == vtp_snap_iter && ckt->CKTtime == vtp_snap_time &&	accepted
R70_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		363	                    (long) ckt->CKTmode == vtp_snap_mode) {	accepted
R71_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		364	                    SMPsnapshotMNA(ckt->CKTmatrix, ckt->CKTrhs,	accepted
R72_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		365	                                   vtp_snap_max_eq, ckt->CKTkluMODE,	accepted
R73_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		366	                                   "postsolve", vtp_snap_id, vtp_tnode,	accepted
R74_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		367	                                   iterno, ckt->CKTtime,	accepted
R75_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		368	                                   (long) ckt->CKTmode);	accepted
R76_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		369	                } else {	accepted
R77_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		370	                    SMPsnapshotMNA(ckt->CKTmatrix, ckt->CKTrhs,	accepted
R78_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		371	                                   vtp_snap_max_eq, ckt->CKTkluMODE,	accepted
R79_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		372	                                   "abort", vtp_snap_id, vtp_tnode,	accepted
R80_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		373	                                   vtp_snap_iter, vtp_snap_time,	accepted
R81_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		374	                                   vtp_snap_mode);	accepted
R82_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		375	                    vtp_snap_pre_done = FALSE;	accepted
R83_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		376	                }	accepted
R84_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		377	                vtp_snap_post_done = TRUE;	accepted
R85_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		378	            }	accepted
R86_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	add		379	#endif	accepted
R87_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	context	314	380	            ckt->CKTstat->STATsolveTime +=	accepted
R88_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	context	315	381	                SPfrontEnd->IFseconds() - startTime;	accepted
R89_src_maths_ni_niiter.c	src/maths/ni/niiter.c	@@ -311,6 +350,33 @@	context	316	382	#ifdef STEPDEBUG	accepted
BOUND_src_spicelib_devices_cktinit_L42	src/spicelib/devices/cktinit.c	-	source_authority	42		    sckt->CKTmaxEqNum = 1;	verified
BOUND_src_spicelib_analysis_cktnewn_L37	src/spicelib/analysis/cktnewn.c	-	source_authority	37		    ckt->CKTlastNode->number = ckt->CKTmaxEqNum++;	verified
BOUND_src_spicelib_analysis_span_L722	src/spicelib/analysis/span.c	-	source_authority	722		            rhswoPorts = (double*)TMALLOC(double, ckt->CKTmaxEqNum);	verified
BOUND_src_spicelib_analysis_span_L724	src/spicelib/analysis/span.c	-	source_authority	724		            rhswoPorts = (double*)TREALLOC(double, rhswoPorts, ckt->CKTmaxEqNum);	verified
BOUND_src_spicelib_analysis_span_L731	src/spicelib/analysis/span.c	-	source_authority	731		            irhswoPorts = (double*)TMALLOC(double, ckt->CKTmaxEqNum);	verified
BOUND_src_spicelib_analysis_span_L733	src/spicelib/analysis/span.c	-	source_authority	733		            irhswoPorts = (double*)TREALLOC(double, irhswoPorts, ckt->CKTmaxEqNum);	verified
BOUND_src_spicelib_analysis_span_L779	src/spicelib/analysis/span.c	-	source_authority	779		        memcpy(rhswoPorts, ckt->CKTrhs, (size_t)ckt->CKTmaxEqNum * sizeof(double));	verified
BOUND_src_spicelib_analysis_span_L780	src/spicelib/analysis/span.c	-	source_authority	780		        memcpy(rhswoPorts, ckt->CKTirhs, (size_t)ckt->CKTmaxEqNum * sizeof(double));	verified
BOUND_src_spicelib_analysis_span_L785	src/spicelib/analysis/span.c	-	source_authority	785		            memcpy(ckt->CKTrhs, rhswoPorts, (size_t)ckt->CKTmaxEqNum * sizeof(double));	verified
BOUND_src_spicelib_analysis_span_L786	src/spicelib/analysis/span.c	-	source_authority	786		            memcpy(ckt->CKTirhs, irhswoPorts, (size_t)ckt->CKTmaxEqNum * sizeof(double));	verified
BOUND_src_spicelib_analysis_span_L870	src/spicelib/analysis/span.c	-	source_authority	870		                for (j = 0; j < ckt->CKTmaxEqNum; j++)	verified
BOUND_src_spicelib_analysis_cktdump_L42	src/spicelib/analysis/cktdump.c	-	source_authority	42		    valData.v.numValue = ckt->CKTmaxEqNum-1;	verified
BOUND_src_spicelib_analysis_cktnames_L23	src/spicelib/analysis/cktnames.c	-	source_authority	23		    *numNames = ckt->CKTmaxEqNum-1;	verified
