assertion_id	source_file	source_sha256	physical_line	source_literal	guard_containment	category	observed_values	upstream_v4_assertion	provenance_class
ADD_057	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1550	                    fprintf(stderr, "  cum 02 - Ith_Vbei*Vbei                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum02, isfinite(ith_rhs_cum02) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 02 - Ith_Vbei*Vbei                    = %a (isfinite=%d) 	added line 57 of 72	added_statement
ADD_058	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1551	                    fprintf(stderr, "  cum 03 - Ith_Vbci*Vbci                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum03, isfinite(ith_rhs_cum03) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 03 - Ith_Vbci*Vbci                    = %a (isfinite=%d) 	added line 58 of 72	added_statement
ADD_059	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1552	                    fprintf(stderr, "  cum 04 - Ith_Vcei*Vcei                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum04, isfinite(ith_rhs_cum04) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 04 - Ith_Vcei*Vcei                    = %a (isfinite=%d) 	added line 59 of 72	added_statement
ADD_060	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1553	                    fprintf(stderr, "  cum 05 - Ith_Vbex*Vbex                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum05, isfinite(ith_rhs_cum05) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 05 - Ith_Vbex*Vbex                    = %a (isfinite=%d) 	added line 60 of 72	added_statement
ADD_061	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1554	                    fprintf(stderr, "  cum 06 - Ith_Vbep*Vbep                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum06, isfinite(ith_rhs_cum06) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 06 - Ith_Vbep*Vbep                    = %a (isfinite=%d) 	added line 61 of 72	added_statement
ADD_062	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1555	                    fprintf(stderr, "  cum 07 - Ith_Vbcp*Vbcp                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum07, isfinite(ith_rhs_cum07) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 07 - Ith_Vbcp*Vbcp                    = %a (isfinite=%d) 	added line 62 of 72	added_statement
ADD_063	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1556	                    fprintf(stderr, "  cum 08 - Ith_Vcep*Vcep                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum08, isfinite(ith_rhs_cum08) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 08 - Ith_Vcep*Vcep                    = %a (isfinite=%d) 	added line 63 of 72	added_statement
ADD_064	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1557	                    fprintf(stderr, "  cum 09 - Ith_Vrci*Vrci                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum09, isfinite(ith_rhs_cum09) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 09 - Ith_Vrci*Vrci                    = %a (isfinite=%d) 	added line 64 of 72	added_statement
ADD_065	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1558	                    fprintf(stderr, "  cum 10 - Ith_Vbcx*Vbcx                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum10, isfinite(ith_rhs_cum10) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 10 - Ith_Vbcx*Vbcx                    = %a (isfinite=%d) 	added line 65 of 72	added_statement
ADD_066	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1559	                    fprintf(stderr, "  cum 11 - Ith_Vrbi*Vrbi                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum11, isfinite(ith_rhs_cum11) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 11 - Ith_Vrbi*Vrbi                    = %a (isfinite=%d) 	added line 66 of 72	added_statement
ADD_067	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1560	                    fprintf(stderr, "  cum 12 - Ith_Vrbp*Vrbp                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum12, isfinite(ith_rhs_cum12) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 12 - Ith_Vrbp*Vrbp                    = %a (isfinite=%d) 	added line 67 of 72	added_statement
ADD_068	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1561	                    fprintf(stderr, "  cum 13 - Ith_Vrcx*Vrcx                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum13, isfinite(ith_rhs_cum13) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 13 - Ith_Vrcx*Vrcx                    = %a (isfinite=%d) 	added line 68 of 72	added_statement
ADD_069	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1562	                    fprintf(stderr, "  cum 14 - Ith_Vrbx*Vrbx                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum14, isfinite(ith_rhs_cum14) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 14 - Ith_Vrbx*Vrbx                    = %a (isfinite=%d) 	added line 69 of 72	added_statement
ADD_070	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1563	                    fprintf(stderr, "  cum 15 - Ith_Vre*Vre                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum15, isfinite(ith_rhs_cum15) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 15 - Ith_Vre*Vre                    = %a (isfinite=%d) [d	added line 70 of 72	added_statement
ADD_071	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1564	                    fprintf(stderr, "  cum 16 - Ith_Vrs*Vrs                    = %a (isfinite=%d) [diagnostic reconstruction]\n", ith_rhs_cum16, isfinite(ith_rhs_cum16) ? 1 : 0);	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	fprintf	fprintf(stderr, "  cum 16 - Ith_Vrs*Vrs                    = %a (isfinite=%d) [d	added line 71 of 72	added_statement
ADD_072	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	1565	                    ith_rhs_decomp_printed = TRUE;	selfheat block; target-gated first-occurrence block (inserted after base line 1493)	flag_set	ith_rhs_decomp_printed = TRUE;	added line 72 of 72	added_statement
COMPONENT_00	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	Ith (final thermal current, local operand)	read-only local	component	Ith %a + isfinite	rhs_current = -Ith - ...	component_group
COMPONENT_01	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 01 Vrth: derivative Ith_Vrth, voltage Vrth, product Ith_Vrth*Vrth	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_02	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 02 Vbei: derivative Ith_Vbei, voltage Vbei, product Ith_Vbei*Vbei	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_03	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 03 Vbci: derivative Ith_Vbci, voltage Vbci, product Ith_Vbci*Vbci	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_04	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 04 Vcei: derivative Ith_Vcei, voltage Vcei, product Ith_Vcei*Vcei	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_05	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 05 Vbex: derivative Ith_Vbex, voltage Vbex, product Ith_Vbex*Vbex	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_06	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 06 Vbep: derivative Ith_Vbep, voltage Vbep, product Ith_Vbep*Vbep	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_07	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 07 Vbcp: derivative Ith_Vbcp, voltage Vbcp, product Ith_Vbcp*Vbcp	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_08	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 08 Vcep: derivative Ith_Vcep, voltage Vcep, product Ith_Vcep*Vcep	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_09	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 09 Vrci: derivative Ith_Vrci, voltage Vrci, product Ith_Vrci*Vrci	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_10	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 10 Vbcx: derivative Ith_Vbcx, voltage Vbcx, product Ith_Vbcx*Vbcx	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_11	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 11 Vrbi: derivative Ith_Vrbi, voltage Vrbi, product Ith_Vrbi*Vrbi	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_12	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 12 Vrbp: derivative Ith_Vrbp, voltage Vrbp, product Ith_Vrbp*Vrbp	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_13	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 13 Vrcx: derivative Ith_Vrcx, voltage Vrcx, product Ith_Vrcx*Vrcx	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_14	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 14 Vrbx: derivative Ith_Vrbx, voltage Vrbx, product Ith_Vrbx*Vrbx	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_15	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 15 Vre: derivative Ith_Vre, voltage Vre, product Ith_Vre*Vre	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
COMPONENT_16	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	pair 16 Vrs: derivative Ith_Vrs, voltage Vrs, product Ith_Vrs*Vrs	read-only local	component	deriv %a + volt %a + product %a, each with isfinite	pair fprintf line	component_group
PRODUCT_01	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 01: Ith_Vrth*Vrth	diagnostic reconstruction	product	Ith_Vrth*Vrth computed from local operands (reported as %a + isfinite)	pair 01	component_group
PRODUCT_02	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 02: Ith_Vbei*Vbei	diagnostic reconstruction	product	Ith_Vbei*Vbei computed from local operands (reported as %a + isfinite)	pair 02	component_group
PRODUCT_03	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 03: Ith_Vbci*Vbci	diagnostic reconstruction	product	Ith_Vbci*Vbci computed from local operands (reported as %a + isfinite)	pair 03	component_group
PRODUCT_04	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 04: Ith_Vcei*Vcei	diagnostic reconstruction	product	Ith_Vcei*Vcei computed from local operands (reported as %a + isfinite)	pair 04	component_group
PRODUCT_05	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 05: Ith_Vbex*Vbex	diagnostic reconstruction	product	Ith_Vbex*Vbex computed from local operands (reported as %a + isfinite)	pair 05	component_group
PRODUCT_06	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 06: Ith_Vbep*Vbep	diagnostic reconstruction	product	Ith_Vbep*Vbep computed from local operands (reported as %a + isfinite)	pair 06	component_group
PRODUCT_07	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 07: Ith_Vbcp*Vbcp	diagnostic reconstruction	product	Ith_Vbcp*Vbcp computed from local operands (reported as %a + isfinite)	pair 07	component_group
PRODUCT_08	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 08: Ith_Vcep*Vcep	diagnostic reconstruction	product	Ith_Vcep*Vcep computed from local operands (reported as %a + isfinite)	pair 08	component_group
PRODUCT_09	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 09: Ith_Vrci*Vrci	diagnostic reconstruction	product	Ith_Vrci*Vrci computed from local operands (reported as %a + isfinite)	pair 09	component_group
PRODUCT_10	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 10: Ith_Vbcx*Vbcx	diagnostic reconstruction	product	Ith_Vbcx*Vbcx computed from local operands (reported as %a + isfinite)	pair 10	component_group
PRODUCT_11	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 11: Ith_Vrbi*Vrbi	diagnostic reconstruction	product	Ith_Vrbi*Vrbi computed from local operands (reported as %a + isfinite)	pair 11	component_group
PRODUCT_12	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 12: Ith_Vrbp*Vrbp	diagnostic reconstruction	product	Ith_Vrbp*Vrbp computed from local operands (reported as %a + isfinite)	pair 12	component_group
PRODUCT_13	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 13: Ith_Vrcx*Vrcx	diagnostic reconstruction	product	Ith_Vrcx*Vrcx computed from local operands (reported as %a + isfinite)	pair 13	component_group
PRODUCT_14	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 14: Ith_Vrbx*Vrbx	diagnostic reconstruction	product	Ith_Vrbx*Vrbx computed from local operands (reported as %a + isfinite)	pair 14	component_group
PRODUCT_15	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 15: Ith_Vre*Vre	diagnostic reconstruction	product	Ith_Vre*Vre computed from local operands (reported as %a + isfinite)	pair 15	component_group
PRODUCT_16	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	product 16: Ith_Vrs*Vrs	diagnostic reconstruction	product	Ith_Vrs*Vrs computed from local operands (reported as %a + isfinite)	pair 16	component_group
CUM_00	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 00 = -Ith (start)	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 0	component_group
CUM_01	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 01 = cum 00 - Ith_Vrth*Vrth	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 1 of 16	component_group
CUM_02	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 02 = cum 01 - Ith_Vbei*Vbei	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 2 of 16	component_group
CUM_03	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 03 = cum 02 - Ith_Vbci*Vbci	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 3 of 16	component_group
CUM_04	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 04 = cum 03 - Ith_Vcei*Vcei	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 4 of 16	component_group
CUM_05	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 05 = cum 04 - Ith_Vbex*Vbex	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 5 of 16	component_group
CUM_06	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 06 = cum 05 - Ith_Vbep*Vbep	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 6 of 16	component_group
CUM_07	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 07 = cum 06 - Ith_Vbcp*Vbcp	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 7 of 16	component_group
CUM_08	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 08 = cum 07 - Ith_Vcep*Vcep	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 8 of 16	component_group
CUM_09	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 09 = cum 08 - Ith_Vrci*Vrci	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 9 of 16	component_group
CUM_10	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 10 = cum 09 - Ith_Vbcx*Vbcx	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 10 of 16	component_group
CUM_11	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 11 = cum 10 - Ith_Vrbi*Vrbi	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 11 of 16	component_group
CUM_12	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 12 = cum 11 - Ith_Vrbp*Vrbp	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 12 of 16	component_group
CUM_13	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 13 = cum 12 - Ith_Vrcx*Vrcx	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 13 of 16	component_group
CUM_14	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 14 = cum 13 - Ith_Vrbx*Vrbx	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 14 of 16	component_group
CUM_15	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 15 = cum 14 - Ith_Vre*Vre	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 15 of 16	component_group
CUM_16	vbicload.c	e8939ea16fc58d8998b495e7f5f524b1a272b164b43ae2e9771de224ce4f97ff	N/A	cum 16 = cum 15 - Ith_Vrs*Vrs	diagnostic reconstruction	cumulative	%a + isfinite	left-associative step 16 of 16	component_group
UNCHANGED_1488	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	1488	                rhs_current = -Ith - Ith_Vrth*Vrth	unchanged original Ith rhs_current assignment line	context	byte-for-byte retained	expression line	unchanged_original
UNCHANGED_1489	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	1489	                                   - Ith_Vbei*Vbei - Ith_Vbci*Vbci - Ith_Vcei*Vcei	unchanged original Ith rhs_current assignment line	context	byte-for-byte retained	expression line	unchanged_original
UNCHANGED_1490	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	1490	                                   - Ith_Vbex*Vbex - Ith_Vbep*Vbep - Ith_Vbcp*Vbcp	unchanged original Ith rhs_current assignment line	context	byte-for-byte retained	expression line	unchanged_original
UNCHANGED_1491	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	1491	                                   - Ith_Vcep*Vcep - Ith_Vrci*Vrci - Ith_Vbcx*Vbcx	unchanged original Ith rhs_current assignment line	context	byte-for-byte retained	expression line	unchanged_original
UNCHANGED_1492	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	1492	                                   - Ith_Vrbi*Vrbi - Ith_Vrbp*Vrbp	unchanged original Ith rhs_current assignment line	context	byte-for-byte retained	expression line	unchanged_original
UNCHANGED_1493	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	1493	                                   - Ith_Vrcx*Vrcx - Ith_Vrbx*Vrbx - Ith_Vre*Vre - Ith_Vrs*Vrs;	unchanged original Ith rhs_current assignment line	context	byte-for-byte retained	expression line	unchanged_original
UNCHANGED_STAMP_1496	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	1496	                *(ckt->CKTrhs + here->VBICtempNode) += rhs_current;	unchanged original RHS stamp	context	byte-for-byte retained	stamp line	unchanged_original
